total_images,last_price,total_area,first_day_exposition,rooms,ceiling_height,floors_total,living_area,floor,is_apartment,studio,open_plan,kitchen_area,balcony,locality_name,airports_nearest,cityCenters_nearest,parks_around3000,parks_nearest,ponds_around3000,ponds_nearest,days_exposition
0,7400000.0,84.2,2018-02-01T00:00:00,4,2.5,5.0,60.4,2,,False,False,8.0,,Stamford,48607.0,36816.0,0.0,,2.0,118.0,114.0
9,2690000.0,29.8,2017-09-20T00:00:00,1,2.5,5.0,17.0,1,,False,False,6.0,,New York City,41011.0,16879.0,0.0,,0.0,,125.0
5,4500000.0,67.3,2017-06-20T00:00:00,3,2.5,5.0,48.8,3,,False,False,6.2,,White Plains,18590.0,33161.0,1.0,11.0,0.0,,188.00000000000003
5,3250000.0,30.8,2015-11-08T00:00:00,1,,9.0,17.8,5,False,False,False,6.3,0.0,New York City,36065.0,9304.0,1.0,45.0,0.0,,267.0
8,4900000.0,45.98,2017-09-27T00:00:00,2,,20.0,14.0,13,,False,False,19.0,2.0,Greenwich,,,,,,,132.0
5,3700000.0,42.0,2017-12-28T00:00:00,1,,12.0,,6,,False,False,,,New York City,14954.0,17316.0,0.0,,0.0,,45.00000000000001
5,1750000.0,44.8,2017-09-14T00:00:00,2,2.6,3.0,26.0,1,,False,False,7.0,1.0,Generic US Locality,,,,,,,445.0
17,4999000.0,45.0,2019-03-26T00:00:00,2,,5.0,30.4,4,,False,False,7.2,,New York City,15758.0,11479.0,1.0,580.0,0.0,,15.0
3,3550000.0,41.0,2016-09-30T00:00:00,1,,12.0,20.0,10,False,False,False,11.0,2.0,New York City,32859.0,13958.0,0.0,,0.0,,176.00000000000003
4,900000.0,36.6,2019-04-02T00:00:00,2,,2.0,23.3,1,,False,False,5.4,,Generic US Locality,,,,,,,
10,3800000.0,28.0,2018-02-20T00:00:00,1,2.8,18.0,20.0,5,,False,False,,2.0,New York City,31972.0,8111.0,0.0,,1.0,594.0,45.00000000000001
9,2350000.0,66.4,2016-02-27T00:00:00,3,,3.0,41.2,1,False,False,False,8.7,2.0,Generic US Locality,,,,,,,133.0
9,1950000.0,44.2,2019-04-08T00:00:00,2,2.5,5.0,,3,,False,False,,1.0,Generic US Locality,,,,,,,
17,3375000.0,46.0,2017-06-14T00:00:00,2,,9.0,29.3,9,,False,False,6.2,2.0,New York City,16812.0,16720.0,0.0,,1.0,111.0,20.0
7,8987413.0,58.0,2017-08-23T00:00:00,2,,9.0,,3,,False,False,,,New York City,31170.0,6498.0,1.0,1057.0,1.0,563.0,
8,1650000.0,30.7,2017-07-12T00:00:00,1,2.45,4.0,17.0,1,,False,False,5.3,,Generic US Locality,,,,,,,223.0
18,1090000.0,40.0,2018-04-11T00:00:00,1,2.7,4.0,21.0,4,,False,False,7.0,,Generic US Locality,,,,,,,211.0
6,4700000.0,66.0,2017-11-16T00:00:00,3,,15.0,43.0,3,,False,False,10.8,,New York City,16283.0,15286.0,1.0,190.0,1.0,751.0,62.0
15,3300000.0,30.7,2017-10-02T00:00:00,1,2.55,9.0,17.7,1,False,False,False,6.3,0.0,New York City,51634.0,16877.0,0.0,,0.0,,46.00000000000001
5,4375000.0,42.0,2017-11-30T00:00:00,1,2.8,14.0,18.0,7,,False,False,8.0,,New York City,15493.0,14289.0,0.0,,0.0,,289.0
9,3500000.0,35.2,2019-04-02T00:00:00,1,,27.0,21.0,21,,False,False,9.0,,Long Island City,,,,,,,15.0
7,2700000.0,76.6,2018-03-28T00:00:00,3,,3.0,,1,,False,False,,,Generic US Locality,,,,,,,44.00000000000001
9,3500000.0,35.7,2018-10-21T00:00:00,1,,12.0,21.2,3,,False,False,7.3,,New York City,36222.0,9697.0,0.0,,0.0,,33.0
7,9300000.0,71.0,2017-08-09T00:00:00,3,,3.0,46.0,2,,False,False,9.0,0.0,New York City,21420.0,1043.0,2.0,282.0,3.0,25.0,20.0
1,2850000.0,33.2,2016-07-01T00:00:00,1,2.7,18.0,14.0,12,,False,False,10.0,0.0,New York City,51480.0,17018.0,0.0,,0.0,,202.0
15,7490000.0,75.3,2018-03-14T00:00:00,4,2.5,9.0,57.1,1,,False,False,6.2,,New York City,51699.0,17073.0,0.0,,0.0,,175.00000000000003
9,3050000.0,55.0,2017-11-30T00:00:00,2,,5.0,28.45,5,False,False,False,8.6,1.0,Generic US Locality,,,,,,,139.0
11,6990000.0,97.7,2017-10-18T00:00:00,3,,22.0,49.0,15,,False,False,16.8,1.0,New York City,15377.0,13486.0,0.0,,1.0,825.0,39.0
9,5500000.0,51.5,2018-04-26T00:00:00,2,2.64,16.0,29.0,15,,False,False,10.0,,New York City,13849.0,12949.0,0.0,,1.0,1130.0,
11,5500000.0,54.3,2017-06-12T00:00:00,2,,16.0,31.0,16,,False,False,7.7,0.0,New York City,50224.0,16157.0,0.0,,0.0,,88.00000000000001
10,6800000.0,70.0,2017-04-28T00:00:00,3,,16.0,41.0,13,,False,False,8.0,,New York City,48770.0,16609.0,0.0,,0.0,,217.0
12,2876100.0,55.9,2018-03-25T00:00:00,2,2.6,15.0,25.0,10,,False,False,13.0,1.0,Generic US Locality,,,,,,,16.0
9,2000000.0,35.6,2018-10-25T00:00:00,1,2.5,5.0,17.1,3,,False,False,8.3,,Generic US Locality,,,,,,,
11,6850000.0,71.0,2017-04-14T00:00:00,3,,12.0,26.0,9,,False,False,26.0,0.0,New York City,40143.0,11365.0,1.0,451.0,0.0,,58.0
37,11500000.0,65.7,2018-02-01T00:00:00,2,,25.0,23.0,10,,False,False,21.0,2.0,New York City,10663.0,12738.0,0.0,,0.0,,64.0
7,7730000.0,90.39,2018-09-28T00:00:00,3,,18.0,44.04,8,,False,False,21.25,,New York City,32158.0,8297.0,0.0,,1.0,564.0,20.0
13,4950000.0,41.5,2016-11-07T00:00:00,2,3.0,5.0,21.0,1,,False,False,11.0,,New York City,25027.0,5595.0,0.0,,0.0,,407.0
12,5295000.0,73.4,2016-03-23T00:00:00,4,2.6,9.0,48.6,1,,False,False,6.3,,New York City,34056.0,11621.0,1.0,393.0,1.0,1006.0,974.0
9,16000000.0,81.8,2018-04-20T00:00:00,2,,10.0,36.0,7,,False,False,20.24,,New York City,31744.0,4836.0,0.0,,3.0,153.0,75.0
9,2700000.0,29.3,2019-03-06T00:00:00,1,2.5,5.0,16.5,3,,False,False,5.4,,Generic US Locality,,,,,,,
6,3800000.0,37.7,2017-09-19T00:00:00,1,2.9,16.0,17.0,5,,False,False,10.2,0.0,New York City,32228.0,11884.0,1.0,701.0,0.0,,43.0
14,2895000.0,31.0,2018-06-19T00:00:00,1,2.5,5.0,17.1,4,,False,False,6.0,1.0,New York City,42394.0,14897.0,0.0,,0.0,,55.0
6,5830160.0,46.4,2016-06-07T00:00:00,1,,11.0,17.7,8,,False,False,13.7,,New York City,31364.0,5045.0,1.0,485.0,0.0,,825.0
9,5099000.0,36.7,2017-10-02T00:00:00,1,2.7,9.0,14.4,9,False,False,False,10.8,2.0,New York City,24281.0,5908.0,1.0,1270.0,2.0,474.0,14.0
3,4400000.0,36.2,2017-10-11T00:00:00,1,,18.0,15.4,5,,False,False,,,New York City,7651.0,14065.0,0.0,,0.0,,316.0
20,8000000.0,63.0,2017-10-23T00:00:00,3,2.5,6.0,24.0,2,,False,False,24.0,,New York City,19450.0,3451.0,1.0,595.0,1.0,495.0,
5,6750000.0,70.0,2017-04-25T00:00:00,3,,12.0,44.0,6,,False,False,8.0,5.0,New York City,14628.0,16672.0,1.0,679.0,0.0,,397.0
6,3950000.0,62.0,2016-08-05T00:00:00,2,,9.0,34.0,2,False,False,False,11.3,0.0,Jersey City,23592.0,29378.0,0.0,,1.0,400.0,103.0
17,2980000.0,27.6,2018-11-01T00:00:00,0,2.65,17.0,23.6,2,,True,False,,,New York City,15493.0,14289.0,0.0,,0.0,,21.0
12,5900000.0,63.0,2019-03-05T00:00:00,3,2.6,9.0,32.0,5,,False,False,9.5,2.0,New York City,14241.0,13038.0,2.0,331.0,2.0,285.0,
20,8970000.0,58.9,2017-08-13T00:00:00,2,,19.0,30.3,14,,False,False,9.4,2.0,New York City,19499.0,4844.0,0.0,,1.0,503.0,19.0
1,3600000.0,34.0,2017-11-26T00:00:00,1,,14.0,17.2,7,,False,False,7.4,2.0,New York City,37847.0,10319.0,1.0,643.0,0.0,,45.00000000000001
1,5200000.0,59.0,2017-02-11T00:00:00,3,,9.0,41.0,7,False,False,False,7.0,1.0,New York City,44407.0,14479.0,2.0,617.0,0.0,,90.00000000000001
0,9000000.0,125.7,2018-03-21T00:00:00,6,2.55,15.0,73.6,15,,False,False,10.9,2.0,New York City,32131.0,12723.0,0.0,,0.0,,60.0
7,5000000.0,47.8,2018-11-13T00:00:00,2,2.5,9.0,31.1,7,,False,False,8.2,1.0,New York City,42611.0,11637.0,2.0,672.0,0.0,,140.0
4,3730000.0,32.82,2018-11-06T00:00:00,1,,24.0,14.92,16,,False,False,10.3,2.0,Long Island City,,,,,,,24.000000000000004
9,3350000.0,30.0,2017-10-03T00:00:00,1,2.5,9.0,15.0,8,,False,False,7.0,0.0,New York City,45643.0,13756.0,1.0,373.0,0.0,,39.0
11,3900000.0,30.0,2018-01-13T00:00:00,1,2.7,14.0,16.0,1,,False,False,8.5,,New York City,32968.0,14132.0,1.0,157.0,1.0,232.0,423.0
9,6500000.0,64.0,2016-01-23T00:00:00,3,2.5,12.0,42.0,2,,False,False,7.0,,New York City,50353.0,16055.0,1.0,697.0,0.0,,
5,3650000.0,36.5,2018-07-27T00:00:00,1,,15.0,18.9,15,,False,False,10.4,2.0,Long Island City,,,,,,,54.0
8,2450000.0,36.0,2016-06-06T00:00:00,1,,5.0,16.0,4,False,False,False,8.0,0.0,Generic US Locality,,,,,,,106.0
14,1590000.0,32.0,2018-09-25T00:00:00,1,,3.0,15.0,1,False,False,False,8.0,2.0,Generic US Locality,,,,,,,81.0
0,8200000.0,71.0,2017-07-21T00:00:00,0,5.8,5.0,68.0,5,,True,False,,0.0,New York City,20170.0,1261.0,2.0,295.0,3.0,366.0,30.0
17,5430000.0,57.9,2018-09-13T00:00:00,3,2.5,5.0,36.9,3,,False,False,5.5,1.0,New York City,16148.0,9811.0,1.0,437.0,3.0,544.0,7.0
9,3700000.0,42.0,2017-06-30T00:00:00,1,,10.0,19.0,1,,False,False,11.0,,New York City,14017.0,15096.0,0.0,,0.0,,256.0
8,6850000.0,75.0,2018-02-01T00:00:00,3,2.65,17.0,48.0,3,,False,False,11.0,2.0,New York City,35200.0,15206.0,0.0,,1.0,781.0,24.000000000000004
10,5200000.0,57.0,2018-11-12T00:00:00,3,2.5,9.0,37.2,8,,False,False,7.0,2.0,New York City,31851.0,12443.0,0.0,,0.0,,64.0
2,1050000.0,67.1,2017-08-17T00:00:00,3,2.5,4.0,43.6,2,,False,False,8.4,1.0,Generic US Locality,,,,,,,441.0
1,7500000.0,98.0,2018-02-01T00:00:00,4,3.0,6.0,51.7,5,,False,False,12.0,,New York City,21633.0,5408.0,1.0,493.0,3.0,485.0,
16,10600000.0,83.0,2017-06-30T00:00:00,3,,25.0,,16,,False,False,,2.0,New York City,36221.0,11280.0,0.0,,0.0,,135.0
5,3850000.0,51.1,2017-12-07T00:00:00,2,2.5,12.0,,11,,False,False,,,Newark,24875.0,30661.0,1.0,49.0,0.0,,412.0
15,9020000.0,57.2,2018-03-16T00:00:00,1,2.75,9.0,30.2,9,,False,False,13.6,,New York City,27747.0,6450.0,3.0,246.0,3.0,177.0,81.0
3,18333732.0,140.8,2018-07-04T00:00:00,4,3.3,16.0,82.55,11,,False,False,13.84,,New York City,37434.0,8460.0,1.0,441.0,2.0,427.0,
1,24412900.0,38.12,2018-06-27T00:00:00,1,,10.0,16.83,4,False,False,False,10.7,1.0,Generic US Locality,,,,,,,44.00000000000001
6,2100000.0,31.0,2018-06-20T00:00:00,1,2.56,3.0,15.0,3,,False,False,5.1,,Newark,30391.0,32103.0,0.0,,1.0,749.0,51.0
20,10800000.0,95.0,2017-08-11T00:00:00,3,2.7,5.0,67.0,5,,False,False,14.0,1.0,New York City,33328.0,13713.0,0.0,,2.0,95.0,377.00000000000006
20,8800000.0,72.0,2017-11-15T00:00:00,2,2.6,15.0,37.0,7,,False,False,10.0,,New York City,18119.0,13347.0,0.0,,0.0,,328.0
0,3700000.0,32.4,2017-11-10T00:00:00,1,,9.0,18.0,6,,False,False,8.0,2.0,Greenwich,,,,,,,74.0
7,2700000.0,38.5,2017-07-13T00:00:00,1,,5.0,17.0,2,,False,False,9.0,,Generic US Locality,34180.0,35892.0,0.0,,1.0,427.0,239.0
10,5500000.0,58.0,2018-12-13T00:00:00,3,2.6,9.0,41.0,2,True,False,False,7.0,5.0,New York City,28632.0,13261.0,0.0,,1.0,544.0,12.000000000000002
4,4690000.0,41.0,2017-09-19T00:00:00,1,,10.0,18.0,8,,False,False,11.0,1.0,New York City,10701.0,11269.0,0.0,,1.0,604.0,73.0
14,1900000.0,44.0,2017-12-12T00:00:00,2,2.7,2.0,30.0,2,,False,False,6.0,,Generic US Locality,,,,,,,94.0
5,2330000.0,24.0,2018-01-01T00:00:00,1,,24.0,16.0,16,,False,False,,,Long Island City,,,,,,,68.0
20,5000000.0,46.0,2019-03-22T00:00:00,2,2.7,9.0,31.0,9,,False,False,6.0,,New York City,17961.0,16963.0,1.0,218.0,1.0,403.0,
22,4600000.0,52.0,2017-11-10T00:00:00,2,,9.0,32.0,5,,False,False,8.0,1.0,New York City,49833.0,15442.0,0.0,,0.0,,60.0
9,4200000.0,39.0,2017-04-24T00:00:00,1,,13.0,18.0,1,,False,False,12.0,,New York City,35513.0,15519.0,0.0,,1.0,992.0,287.0
11,6700000.0,58.0,2018-02-14T00:00:00,2,,19.0,34.8,4,,False,False,10.6,,New York City,30230.0,11360.0,1.0,413.0,1.0,925.0,201.0
16,3100000.0,58.6,2016-09-07T00:00:00,2,2.6,5.0,31.7,4,,False,False,8.4,,Generic US Locality,,,,,,,778.0
15,3400000.0,32.6,2015-03-14T00:00:00,1,2.81,17.0,17.5,15,,False,False,7.1,,New York City,43685.0,9234.0,0.0,,0.0,,1074.0
19,4100000.0,51.0,2015-11-15T00:00:00,1,3.0,22.0,22.0,1,False,False,False,16.0,0.0,New York City,15402.0,14199.0,0.0,,0.0,,425.0
19,9650000.0,80.0,2018-09-10T00:00:00,3,3.13,10.0,46.3,2,,False,False,13.4,1.0,New York City,23121.0,13004.0,1.0,630.0,0.0,,229.0
8,6890000.0,93.0,2016-05-12T00:00:00,2,,19.0,44.0,19,,False,False,20.0,0.0,New York City,40648.0,9888.0,1.0,1248.0,0.0,,340.0
8,5750000.0,70.0,2017-08-07T00:00:00,3,2.55,9.0,41.0,5,,False,False,9.0,2.0,New York City,38278.0,13175.0,0.0,,1.0,806.0,153.0
10,4900000.0,79.6,2018-08-03T00:00:00,3,2.6,9.0,48.6,1,,False,False,11.5,,Jersey City,19233.0,29837.0,0.0,,1.0,370.0,221.0
7,1650000.0,65.4,2019-03-18T00:00:00,3,2.5,5.0,,2,,False,False,5.6,,Generic US Locality,,,,,,,
10,2539460.0,32.98,2018-12-15T00:00:00,1,,15.0,,14,,False,False,8.65,,Generic US Locality,,,,,,,9.0
20,4650000.0,37.4,2018-08-13T00:00:00,1,2.65,18.0,18.6,10,,False,False,10.0,2.0,Generic US Locality,,,,,,,180.00000000000003
10,3370000.0,38.2,2018-02-18T00:00:00,1,2.7,5.0,18.7,3,,False,False,9.1,,New York City,19306.0,21018.0,1.0,606.0,3.0,379.0,218.0
5,3990000.0,36.0,2018-02-28T00:00:00,1,,16.0,,9,,False,False,,,New York City,43685.0,9234.0,0.0,,0.0,,45.00000000000001
3,10737350.0,89.8,2018-07-04T00:00:00,3,3.3,16.0,45.86,5,,False,False,12.85,,New York City,37434.0,8460.0,1.0,441.0,2.0,427.0,
11,6200000.0,70.6,2018-11-09T00:00:00,3,2.6,10.0,42.7,2,,False,False,8.3,,New York City,31778.0,11739.0,0.0,,0.0,,
10,8800000.0,60.0,2018-07-23T00:00:00,2,3.15,6.0,35.0,4,,False,False,35.0,,New York City,16558.0,8089.0,1.0,531.0,2.0,518.0,
16,5500000.0,57.0,2016-11-08T00:00:00,3,,5.0,34.0,4,,False,False,9.0,,New York City,20061.0,3357.0,1.0,746.0,1.0,335.0,662.0
0,950000.0,65.0,2018-03-06T00:00:00,3,,5.0,,5,,False,False,,,Generic US Locality,,,,,,,51.0
5,4500000.0,60.0,2017-01-18T00:00:00,2,2.6,9.0,33.0,2,,False,False,10.0,,New York City,13879.0,12675.0,2.0,695.0,1.0,776.0,428.0
17,5450000.0,48.2,2019-02-11T00:00:00,1,,5.0,19.8,5,,False,False,9.4,,New York City,20296.0,3412.0,3.0,312.0,1.0,712.0,67.0
20,4040000.0,48.3,2018-01-12T00:00:00,2,2.8,12.0,26.2,6,,False,False,9.9,,Jersey City,18542.0,29006.0,0.0,,0.0,,
8,18100000.0,129.2,2017-07-28T00:00:00,3,,9.0,67.0,6,,False,False,20.0,1.0,New York City,30824.0,6469.0,1.0,756.0,1.0,936.0,
3,6300000.0,70.02,2015-03-28T00:00:00,2,,,34.87,19,,False,False,10.13,0.0,New York City,35234.0,14674.0,0.0,,1.0,844.0,516.0
3,5250000.0,60.4,2018-09-13T00:00:00,3,2.5,9.0,43.5,3,,False,False,,2.0,New York City,51586.0,16829.0,0.0,,0.0,,120.0
6,6366658.0,81.8,2016-02-25T00:00:00,3,2.7,25.0,46.0,21,False,False,False,13.0,,Greenwich,,,,,,,698.0000000000001
0,17122148.0,178.3,2017-02-10T00:00:00,1,,3.0,,1,,False,False,41.6,1.0,,60195.0,41294.0,0.0,,0.0,,4.0
20,2800000.0,32.7,2017-12-19T00:00:00,1,,14.0,18.0,3,,False,False,10.0,,Generic US Locality,,,,,,,216.0
8,2850000.0,54.0,2016-01-26T00:00:00,2,,5.0,32.0,5,,False,False,9.0,0.0,Generic US Locality,,,,,,,467.0
7,4750000.0,41.0,2016-12-12T00:00:00,1,,10.0,19.0,5,,False,False,11.0,,New York City,51663.0,16965.0,0.0,,0.0,,698.0000000000001
14,2899000.0,34.5,2017-03-17T00:00:00,1,2.5,9.0,21.2,8,,False,False,6.1,,Generic US Locality,24984.0,26696.0,0.0,,0.0,,307.0
20,11999000.0,104.1,2018-07-19T00:00:00,4,,6.0,68.9,4,,False,False,12.1,,New York City,25869.0,4663.0,0.0,,0.0,,192.00000000000003
6,3400000.0,61.5,2018-04-19T00:00:00,3,2.55,5.0,44.7,4,,False,False,5.5,1.0,Generic US Locality,,,,,,,365.00000000000006
10,2850000.0,36.8,2019-02-20T00:00:00,1,2.55,6.0,17.8,2,,False,False,8.3,,Princeton,46151.0,34044.0,1.0,185.0,1.0,755.0,27.0
6,3000000.0,37.0,2016-05-06T00:00:00,1,2.7,17.0,19.2,5,,False,False,8.6,0.0,New York City,29808.0,8655.0,1.0,338.0,1.0,823.0,95.0
20,2380000.0,53.0,2016-05-30T00:00:00,2,2.85,4.0,34.0,2,False,False,False,9.0,0.0,Generic US Locality,,,,,,,119.0
7,6440000.0,47.5,2018-12-21T00:00:00,1,2.7,11.0,22.4,3,,False,False,15.0,,New York City,31061.0,5377.0,2.0,839.0,0.0,,105.0
5,2900000.0,44.0,2017-10-20T00:00:00,1,2.55,20.0,22.0,16,,False,False,11.0,2.0,Generic US Locality,,,,,,,294.0
9,1860000.0,51.4,2018-06-26T00:00:00,2,2.5,5.0,36.7,5,,False,False,6.0,,Generic US Locality,,,,,,,
15,3200000.0,38.5,2017-07-14T00:00:00,1,,5.0,17.2,5,,False,False,10.7,0.0,Jersey City,18582.0,31274.0,0.0,,0.0,,24.000000000000004
5,6920000.0,85.0,2015-07-16T00:00:00,3,,10.0,48.0,7,False,False,False,10.2,2.0,New York City,10584.0,11532.0,0.0,,1.0,801.0,431.0
2,6850000.0,47.8,2019-01-01T00:00:00,2,2.7,3.0,22.45,2,,False,False,11.33,,New York City,44550.0,8760.0,1.0,413.0,0.0,,
10,2700000.0,30.0,2016-04-20T00:00:00,1,2.5,9.0,15.0,3,,False,False,7.5,0.0,New York City,19559.0,18561.0,1.0,672.0,1.0,524.0,432.0
0,3400000.0,48.0,2018-08-16T00:00:00,2,2.6,5.0,,1,,False,False,7.0,,Generic US Locality,,,,,,,14.0
0,12300000.0,103.0,2014-12-09T00:00:00,3,,25.0,57.0,12,,False,False,19.0,1.0,New York City,35742.0,15032.0,0.0,,0.0,,594.0
15,4150000.0,33.4,2017-02-08T00:00:00,1,,27.0,12.0,13,False,False,False,8.0,2.0,New York City,33736.0,14835.0,0.0,,0.0,,24.000000000000004
20,7200000.0,36.3,2018-04-05T00:00:00,1,,23.0,19.5,19,,False,False,9.2,1.0,New York City,10275.0,10212.0,1.0,666.0,0.0,,329.0
12,4650000.0,40.0,2017-08-09T00:00:00,1,,25.0,19.0,3,,False,False,11.0,2.0,New York City,10700.0,14612.0,0.0,,1.0,966.0,138.0
16,4750000.0,52.0,2018-02-26T00:00:00,2,,26.0,14.0,24,,False,False,20.0,2.0,Yonkers,53788.0,18014.0,0.0,,2.0,978.0,49.0
13,2450000.0,28.5,2017-11-22T00:00:00,0,,12.0,18.0,7,,False,True,,2.0,New York City,20381.0,19383.0,0.0,,1.0,579.0,73.0
9,3400000.0,42.0,2017-09-10T00:00:00,1,,9.0,21.0,3,,False,False,11.0,2.0,Generic US Locality,25547.0,28972.0,0.0,,0.0,,89.00000000000001
6,5150000.0,52.0,2018-03-01T00:00:00,2,2.56,9.0,32.5,5,,False,False,9.0,2.0,New York City,33462.0,11772.0,0.0,,0.0,,249.0
11,4500000.0,49.3,2017-02-03T00:00:00,2,2.6,9.0,27.5,1,,False,False,9.4,2.0,New York City,26646.0,12147.0,0.0,,0.0,,395.0
12,5800000.0,57.4,2018-12-15T00:00:00,2,2.5,10.0,30.0,3,,False,False,11.5,5.0,New York City,35091.0,15393.0,2.0,465.0,3.0,213.0,56.0
5,2400000.0,32.0,2017-10-11T00:00:00,1,,4.0,19.0,4,,False,False,5.5,,Hartford,,,,,,,91.0
8,17000000.0,128.0,2018-02-01T00:00:00,3,3.0,5.0,76.0,4,,False,False,15.0,2.0,New York City,51465.0,15116.0,0.0,,0.0,,112.0
7,3590000.0,24.5,2018-09-04T00:00:00,0,2.77,14.0,19.2,11,,True,False,,2.0,New York City,11074.0,12730.0,0.0,,0.0,,27.0
19,7550000.0,64.0,2017-06-09T00:00:00,2,,4.0,40.7,2,,False,False,8.0,0.0,New York City,24603.0,2254.0,1.0,514.0,0.0,,21.0
8,4500000.0,51.0,2017-05-04T00:00:00,2,2.5,16.0,28.8,8,,False,False,10.2,0.0,New York City,14755.0,13551.0,0.0,,0.0,,139.0
15,2600000.0,53.0,2017-12-01T00:00:00,2,2.5,5.0,30.0,2,,False,False,8.5,,Generic US Locality,,,,,,,368.00000000000006
18,5500000.0,65.6,2017-06-15T00:00:00,3,2.7,12.0,42.1,6,,False,False,10.5,,New York City,19015.0,20727.0,0.0,,2.0,290.0,313.0
4,3570000.0,45.0,2017-04-29T00:00:00,2,2.55,9.0,29.0,7,False,False,False,7.0,2.0,New York City,45258.0,16829.0,1.0,701.0,0.0,,184.00000000000003
3,6200000.0,79.3,2014-12-12T00:00:00,3,3.2,5.0,54.0,3,,False,False,8.6,0.0,New York City,22358.0,9825.0,2.0,517.0,1.0,923.0,650.0
7,2250000.0,43.0,2018-02-01T00:00:00,2,2.6,9.0,25.0,9,,False,False,6.0,1.0,Generic US Locality,,,,,,,37.0
4,6000000.0,45.5,2018-12-14T00:00:00,1,2.7,11.0,20.1,3,,False,False,12.5,,New York City,51340.0,15363.0,0.0,,1.0,853.0,3.0000000000000004
13,5990000.0,60.0,2018-06-27T00:00:00,3,2.5,9.0,37.2,5,,False,False,6.1,1.0,New York City,16376.0,12594.0,0.0,,0.0,,4.0
20,1540000.0,45.3,2018-05-05T00:00:00,2,2.65,5.0,33.0,4,,False,False,6.0,1.0,Generic US Locality,,,,,,,130.0
18,5000000.0,61.8,2017-10-23T00:00:00,3,,9.0,39.3,5,,False,False,9.4,,New York City,29227.0,13138.0,0.0,,0.0,,299.0
8,1900000.0,22.0,2016-04-29T00:00:00,1,,4.0,11.0,2,,False,False,6.0,0.0,Generic US Locality,,,,,,,88.00000000000001
14,9380000.0,67.0,2018-10-12T00:00:00,2,2.8,27.0,34.8,25,,False,False,14.1,,New York City,51299.0,14592.0,0.0,,0.0,,
13,5410000.0,47.1,2016-06-09T00:00:00,1,,10.0,17.0,1,,False,False,13.8,0.0,New York City,24151.0,5777.0,1.0,1272.0,2.0,407.0,214.0
7,4200000.0,35.0,2017-09-26T00:00:00,1,,16.0,16.0,14,,False,False,9.3,1.0,New York City,33003.0,14102.0,0.0,,0.0,,70.0
9,7350000.0,64.0,2018-12-18T00:00:00,3,3.1,5.0,41.0,5,,False,False,7.7,,New York City,45299.0,11936.0,1.0,673.0,1.0,315.0,116.0
6,3460000.0,33.84,2017-06-08T00:00:00,1,,24.0,15.16,3,,False,False,10.06,0.0,New York City,17138.0,15934.0,0.0,,1.0,76.0,24.000000000000004
0,10304000.0,106.0,2015-10-27T00:00:00,3,,20.0,53.0,5,,False,False,22.0,1.0,New York City,17837.0,16840.0,0.0,,2.0,210.0,272.0
15,9900000.0,79.0,2018-02-28T00:00:00,3,2.8,18.0,47.1,6,,False,False,11.1,,New York City,33738.0,11896.0,0.0,,0.0,,64.0
20,7600000.0,65.0,2018-08-01T00:00:00,2,2.75,16.0,36.0,2,,False,False,13.5,,New York City,42351.0,14855.0,0.0,,0.0,,6.000000000000001
8,1490000.0,38.2,2018-07-05T00:00:00,1,,4.0,18.11,2,,False,False,8.4,,Generic US Locality,,,,,,,
6,3749000.0,38.7,2017-12-07T00:00:00,1,,17.0,20.1,12,,False,False,10.6,2.0,New York City,25360.0,14749.0,0.0,,0.0,,45.00000000000001
12,4000000.0,38.9,2018-01-10T00:00:00,1,2.5,16.0,17.5,15,,False,False,10.1,1.0,New York City,49855.0,13650.0,2.0,228.0,1.0,698.0,295.0
0,4200000.0,57.0,2016-05-27T00:00:00,2,,9.0,32.0,5,,False,False,8.3,0.0,Princeton,45759.0,34477.0,1.0,395.0,0.0,,131.0
15,16000000.0,93.4,2019-03-26T00:00:00,3,2.8,17.0,24.3,6,,False,False,49.4,,New York City,30954.0,8248.0,0.0,,2.0,495.0,
19,4350000.0,62.0,2017-07-20T00:00:00,2,2.8,5.0,31.0,5,,False,False,11.0,2.0,Generic US Locality,,,,,,,98.0
10,5900000.0,58.0,2015-03-12T00:00:00,3,,6.0,35.2,6,False,False,False,11.0,0.0,,26090.0,4805.0,0.0,,1.0,943.0,486.0
11,4400000.0,45.0,2015-12-21T00:00:00,2,2.5,12.0,26.8,8,,False,False,6.1,0.0,New York City,15981.0,10603.0,0.0,,1.0,595.0,245.0
6,7100000.0,58.0,2019-03-04T00:00:00,2,2.66,16.0,32.5,14,,False,False,12.0,,New York City,10540.0,13916.0,0.0,,0.0,,8.0
10,4690000.0,39.0,2018-09-16T00:00:00,1,2.7,17.0,18.0,2,,False,False,10.0,,New York City,14741.0,12665.0,0.0,,0.0,,30.0
19,4500000.0,50.7,2018-06-20T00:00:00,2,,9.0,33.0,3,,False,False,7.0,,New York City,14004.0,16596.0,0.0,,1.0,719.0,124.0
15,3200000.0,190.0,2016-06-16T00:00:00,1,3.0,6.0,43.0,4,False,False,False,13.0,0.0,New York City,22592.0,4312.0,1.0,350.0,0.0,,11.000000000000002
10,6660000.0,78.0,2017-08-14T00:00:00,3,2.65,16.0,46.0,6,,False,False,15.0,,New York City,19502.0,21214.0,0.0,,2.0,539.0,266.0
